fixture_id,draw_id,match_status,round,stage,created_at,risk_note
17732,1411,1,4,RR,"2026-04-23 11:31:59","orphan — draw #1411 no longer exists"
17733,1411,1,5,RR,"2026-04-23 11:31:59","orphan — draw #1411 no longer exists"
17734,1411,1,5,RR,"2026-04-23 11:31:59","orphan — draw #1411 no longer exists"
17735,1411,1,1,RR,"2026-04-23 11:31:59","orphan — draw #1411 no longer exists"
17736,1411,1,1,RR,"2026-04-23 11:31:59","orphan — draw #1411 no longer exists"
17737,1411,1,2,RR,"2026-04-23 11:31:59","orphan — draw #1411 no longer exists"
17738,1411,1,2,RR,"2026-04-23 11:31:59","orphan — draw #1411 no longer exists"
17739,1411,1,3,RR,"2026-04-23 11:31:59","orphan — draw #1411 no longer exists"
17740,1411,1,3,RR,"2026-04-23 11:31:59","orphan — draw #1411 no longer exists"
17753,1411,0,1,MAIN,"2026-04-23 12:16:58","orphan — draw #1411 no longer exists"
17754,1411,0,1,PLATE,"2026-04-23 12:16:58","orphan — draw #1411 no longer exists"
17755,1411,0,1,CONS,"2026-04-23 12:16:58","orphan — draw #1411 no longer exists"
